,train_loss,valid_loss
0,1.6240414029673527,1.9262548047791488
1,1.5121699453655042,1.8277521358346038
2,1.4132268802743209,1.737398552444746
3,1.3664276391581485,1.6801287678052794
4,1.3357530016648143,1.6546336142521985
5,1.3102259450209768,1.6231454400896277
6,1.2855608854795757,1.6147635927740134
7,1.2676427206240202,1.5885122954470556
8,1.2451222033249705,1.5804241753224306
9,1.2162920294309918,1.5125096106679186
10,1.187497787224619,1.4970159785552595
11,1.158278482587714,1.4431276336406011
12,1.1305274664728264,1.407536804301184
13,1.110409661845157,1.420855961505722
14,1.1262204307004025,1.4117994181015208
15,1.0956737650068182,1.3793544881748703
16,1.0675371313095092,1.3226082774828065
17,1.0422738430374547,1.2870367045672435
18,1.0177798676490784,1.2735367286130317
19,1.0082146299512762,1.2690069345558215
20,0.983783325396086,1.2604910660089936
21,0.9674877742717141,1.2470416752797253
22,0.9561081024220115,1.2841081851683323
23,0.94606433027669,1.2138565838711817
24,0.9303991962734022,1.1963873696777056
25,0.9215189913699502,1.1740443406614867
26,0.9079578590393066,1.1832075688823964
27,0.9007507930303875,1.1456596881338634
28,0.8906760382652282,1.1577925832016662
29,0.8879228583135103,1.136796072594025
30,0.8812936570769863,1.12513730211078
31,0.8719462385930513,1.153111457824707
32,0.8666786093460886,1.1339573215388652
33,0.8626379920306959,1.1328690209478702
34,0.8575018368269268,1.1236266505043462
35,0.8517667283509907,1.1330847657701504
36,0.8451267477085715,1.1129616716372892
37,0.8442648117165816,1.0968289952608024
38,0.8335067627304479,1.078149194987315
39,0.8360425627859015,1.1057534180347275
40,0.8321329883525246,1.0989838231284663
41,0.8270700947861922,1.0653953312328026
42,0.8176124098426417,1.1028905102291946
43,0.8199819960092244,1.0891807244258858
44,0.8134993120243675,1.0836984391482372
45,0.8091540920106988,1.0814099409295328
46,0.8053714124779953,1.073607347296469
47,0.8044086689698069,1.065533660117935
48,0.8043313694000244,1.0540962391679392
49,0.7959090057172273,1.0519803657471758
50,0.7959458427680166,1.056289258992897
51,0.7998339998094659,1.0581137807864063
52,0.7916718994943719,1.0236635350581236
53,0.7887609126693325,1.0876912785776007
54,0.7866964774382742,1.040548178010017
55,0.7825384629400153,1.0381515989513517
56,0.7814710883090371,1.0619674966020405
57,0.7818410123021979,1.0389865438143413
58,0.7784297235388505,1.035965324947669
59,0.7781603519540085,1.0385820873128544
60,0.7787609734033284,1.0371448896216147
61,0.7686956623980874,1.0121433569950127
62,0.7702983152238946,1.0261372728917584
63,0.7722476840019226,1.0315899219153062
64,0.7677488369690745,1.024434325080248
65,0.7636698929887069,1.0046316040386944
66,0.7584311256910625,1.0278207970865119
67,0.7642098588692514,1.0139080342256799
68,0.7594041983704818,1.0264574443019412
69,0.7593988010757848,1.0099121017276116
70,0.7538112349259226,1.0393165811052862
71,0.7601520554642929,1.0645703268500994
72,0.7548876254182113,1.0281593582165316
73,0.7547360437794736,1.008834257065875
74,0.7478951234566538,1.028693290251606
75,0.7492194986343383,0.994652437713911
76,0.7476425032866628,1.0272579294330668
77,0.7463105697380868,0.9974538380244993
78,0.7471211587755303,1.0267006143833857
79,0.7450377415355883,0.9904232205085035
80,0.7436910633036965,0.9820348283029953
81,0.7422284166436446,0.9972416646075699
82,0.7374419576243351,0.9822909269692763
83,0.7367614989531668,1.0244496850847449
84,0.7413620781898499,0.9932892547463471
85,0.7341482783618726,0.9816984702956002
86,0.7345390909596493,0.9873490086141622
87,0.7334842321747228,0.9782606741917208
88,0.7322219127102902,0.9888386883825626
89,0.729439037975512,1.0062224591303173
90,0.7297913773436295,0.9930431947768109
91,0.7333447394872966,0.9948533263596349
92,0.7260256712060226,0.9835224421519153
93,0.7262472653388977,0.9868729661845561
94,0.7229915359145717,1.0166492424671005
95,0.7286181370835555,0.9913475682150643
96,0.7242794565150612,0.9852433140922643
97,0.7251535154643811,0.9701525921341758
98,0.7215849897735997,0.9758518394434227
99,0.7174911241782339,0.9792377180273428
100,0.7201275845577843,0.9854989636619136
101,0.7239040402362221,0.9839207327590799
102,0.7149816540667885,0.9890654173287206
103,0.7169411563873291,0.9758579067464145
104,0.7137096063714279,0.9836377062887516
105,0.717576383038571,0.9765146029820232
106,0.7108281937398409,0.9723433023728665
107,0.7119001329572577,0.9632808802262792
108,0.7131793551695974,0.9783288690279115
109,0.712847918836694,0.9834358174845858
110,0.7117984786786531,0.9752811489615051
111,0.7096635025425961,0.9669554683397401
112,0.7097044587135315,0.9544977309568873
113,0.7088032901914496,0.9599902588616377
114,0.707228728093599,0.982645977593068
115,0.7100532068704304,0.9616090659075563
116,0.7036595501397785,0.951500582245161
117,0.706035227022673,0.9567588170369467
118,0.7010800893683182,0.9692462420313613
119,0.7047724432694285,0.9539146839447741
120,0.7022545429279929,0.9702823615673953
121,0.7030512551257485,0.9916003931243464
122,0.7034366921374672,0.965937669547099
123,0.7005954629496525,0.9632794527137805
124,0.6948974781287344,0.9788682805667134
125,0.7066906828629343,0.9564964677552757
126,0.7003442581076371,0.9508387000305848
127,0.6993541238182469,0.9763072781592795
128,0.6955967374851829,0.9820772728080269
129,0.6973172206627695,0.9692826473487998
130,0.6954966898968346,0.9713294719750026
131,0.6953398880205657,0.9708245767737335
132,0.693707429986251,0.9365605963101177
133,0.6928926452837493,0.9711532768963268
134,0.6929080717187178,0.9486602623507662
135,0.6942755414310254,0.9406280026495831
136,0.6896043551595588,0.9420432264699876
137,0.6941438846839102,0.9579346108736482
138,0.6864230650349668,0.9522968493167709
139,0.6886676878678172,1.019468422955687
140,0.6925017326756527,0.9944449052120905
141,0.6887612606349744,0.933012992705939
142,0.6901913678018671,0.9488295942732373
143,0.68521177178935,0.9580773178886317
144,0.6861171644612363,0.9523700220779803
145,0.6877008080482483,0.9406955740736715
146,0.6864225878213581,0.9424728833654392
147,0.6841314491472746,0.9521621683108732
148,0.6847311674921136,0.943724200785535
149,0.6860863955397355,0.9276275822201615
